"UF","CNPJ","CEP","IE","FLAGS","IND_ORGAO_GOVERNAMENTAL","COD_NATUREZA_JURIDICA","TICO_CODIGO","ENTE_FEDERATIVO","INSCR_SUFRAMA","AMOSTRA_DE","CHAVE_AMOSTRA"
"MG","07.325.510/0001-88","35930478","ISENTO","","N","224-0","06","","","UF","MG"
"MG","00.756.104/0001-20","38900000","0519485860014","","N","","03","","","UF","MG"
"MG","23.820.713/0001-05","35702153","ISENTO","","N","","06","","","UF","MG"
"MG","14.385.896/0001-89","30411228","ISENTO","","N","","06","","","UF","MG"
"MG","39.966.662/0001-56","33236252","ISENTO","","N","","06","","","UF","MG"
"MG","20.855.175/0002-79","32667464","0024132110109","","N","206-2","03","","","UF","MG"
"MG","52.784.215/0001-44","39165000","0049139010015","","N","","06","","","UF","MG"
"MG","21.367.862/0001-27","30130919","0024622030098","","N","","03","","","UF","MG"
"MG","03.078.133/0001-79","37250000","4460218900017","","N","206-2","03","","","UF","MG"
"MG","63.554.067/0247-04","38050106","ISENTO","","N","205-4","06","","","UF","MG"
"MG","23.051.677/0001-54","35500138","0026089370070","","N","","03","","","UF","MG"
"MG","19.525.278/0003-72","34000000","4480311480189","","N","206-2","03","","","UF","MG"
"MG","52.228.983/0001-11","38610110","ISENTO","","N","","06","","","UF","MG"
"MG","47.230.709/0001-47","38950000","0043957510074","","N","","03","","","UF","MG"
"MG","13.888.178/0001-62","38408102","ISENTO","","N","","06","","","UF","MG"
"MG","44.171.559/0001-50","36013020","ISENTO","","N","","06","","","UF","MG"
"MG","09.339.936/0009-73","37640000","ISENTO","","N","","03","","","UF","MG"
"MG","00.426.476/0001-99","38410337","ISENTO","","N","306-9","06","","","UF","MG"
"MG","02.879.731/0001-84","30441001","0620012280010","","N","","03","","","UF","MG"
"MG","19.637.446/0001-50","38120000","ISENTO","","N","","06","","","UF","MG"
"MG","13.316.912/0001-19","30140128","0017401780089","","N","","06","","","UF","MG"
"MG","01.006.232/0001-10","33500000","ISENTO","","S","124-4","06","","","UF","MG"
"MG","43.168.059/0002-87","35502259","0043463210096","","N","","03","","","UF","MG"
"MG","18.771.778/0001-60","37838004","ISENTO","","N","224-0","06","","","UF","MG"
"MG","71.253.629/0001-91","30180001","ISENTO","","N","","06","","","UF","MG"
"MG","23.342.199/0001-31","35595000","ISENTO","","N","","06","","","UF","MG"
"MG","05.971.779/0001-06","38740000","3512603630027","","N","","06","","","UF","MG"
"MG","71.063.853/0003-82","35680353","ISENTO","","N","","06","","","UF","MG"
"MG","35.773.489/0001-19","32669700","0036232110072","","N","206-2","03","","","UF","MG"
"MG","71.237.184/0001-56","37270000","ISENTO","","N","","06","","","UF","MG"
"MG","34.605.137/0001-91","38183000","0035227070067","","N","213-5","03","","","UF","MG"
"MG","00.562.583/0001-44","36205666","0569390300062","","N","206-2","03","","","UF","MG"
"MS","03.801.924/0004-28","79556000","287127990","","N","","03","","","UF","MS"
"MS","26.819.904/0005-60","79830030","283968885","","N","","03","","","UF","MS"
"MS","45.030.156/0001-53","79004070","ISENTO","","N","206-2","06","","","UF","MS"
"MS","15.461.510/0002-14","79080190","ISENTO","","S","113-9","06","","","UF","MS"
"MS","07.106.761/0002-52","79051020","283445025","","N","206-2","03","","","UF","MS"
"MS","49.193.310/0001-69","79630370","ISENTO","","N","","06","","","UF","MS"
"MS","03.785.651/0001-22","79824100","ISENTO","","N","","06","","","UF","MS"
"MS","24.405.403/0001-89","79010170","ISENTO","","N","","06","","","UF","MS"
"MS","00.000.000/0543-64","79230000","ISENTO","","S","203-8","06","UNIAO","","UF","MS"
"MS","23.096.269/0002-08","79590000","284116475","","N","204-6","03","","","UF","MS"
"MS","14.001.527/0001-45","79611001","283702885","","N","206-2","03","","","UF","MS"
"MS","32.928.526/0001-22","79950000","ISENTO","","N","","06","","","UF","MS"
"MS","13.544.868/0001-02","79035608","ISENTO","","N","","06","","","UF","MS"
"MS","15.477.698/0001-08","79150000","ISENTO","","N","","06","","","UF","MS"
"MS","05.871.590/0001-41","79630802","ISENTO","","N","399-9","06","","","UF","MS"
"MS","06.057.223/0303-21","79080761","284134503","","N","204-6","03","","","UF","MS"
"MS","26.362.561/0001-24","79150000","ISENTO","","N","","06","","","UF","MS"
"MS","15.395.999/0006-05","79805021","ISENTO","","N","214-3","06","","","UF","MS"
"MS","40.114.737/0001-50","79031010","ISENTO","","N","","06","","","UF","MS"
"MS","37.554.441/0001-45","79805021","ISENTO","","N","","06","","","UF","MS"
"MS","23.046.755/0001-22","79020230","284085669","","N","206-2","03","","","UF","MS"
"MS","30.555.626/0001-25","79020201","284516619","","N","206-2","03","","","UF","MS"
"MS","07.401.436/0001-31","79641300","283555483","","N","204-6","03","","","UF","MS"
"MS","03.747.565/0001-25","79830001","280955278","","N","214-3","03","","","UF","MS"
"MS","26.408.161/0026-60","79970000","ISENTO","","N","","06","","","UF","MS"
"MS","23.766.576/0001-60","79170000","284105236","","N","206-2","03","","","UF","MS"
"MS","04.537.058/0001-20","79150000","ISENTO","","N","","06","","","UF","MS"
"MS","05.808.085/0001-52","79004380","283292121","","N","206-2","03","","","UF","MS"
"MS","22.715.014/0001-24","79020336","ISENTO","","N","","06","","","UF","MS"
"MS","86.896.529/0001-50","79303260","282832661","","N","206-2","03","","","UF","MS"
"MS","15.114.179/0001-85","79079005","283767421","","N","206-2","03","","","UF","MS"
"MS","14.972.350/0001-24","79415000","285662384","","N","","03","","","UF","MS"
"MS","37.454.866/0002-63","79440000","284512745","","N","","03","","","UF","MS"
"MS","15.386.378/0001-42","79570000","ISENTO","","N","303-4","06","","","UF","MS"
"MS","00.000.000/3072-46","79960000","ISENTO","","S","203-8","06","UNIAO","","UF","MS"
"MS","00.000.000/1082-00","79940000","ISENTO","","S","203-8","06","UNIAO","","UF","MS"
"MS","24.952.520/0001-62","79032360","ISENTO","","N","206-2","06","","","UF","MS"
"MS","31.496.740/0001-94","79802010","ISENTO","","N","","06","","","UF","MS"
"MS","24.654.881/0023-38","79031010","ISENTO","","N","214-3","06","","","UF","MS"
"MS","15.911.324/0002-30","79806030","283576340","","N","206-2","03","","","UF","MS"
"MS","26.408.161/0020-75","79260000","ISENTO","","N","","06","","","UF","MS"
"MS","03.239.470/0102-44","79003010","ISENTO","","N","","06","","","UF","MS"
"MS","21.614.329/0001-12","79021000","284048186","","N","206-2","03","","","UF","MS"
"MS","45.507.869/0001-65","79081667","ISENTO","","N","","06","","","UF","MS"
"MS","49.250.292/0001-00","79200000","ISENTO","","N","","06","","","UF","MS"
"MS","06.090.555/0001-58","79021184","283999365","","N","206-2","06","","","UF","MS"
"MS","03.474.044/0001-41","79290000","283156201","","N","206-2","03","","","UF","MS"
"MS","60.370.565/0001-92","79070125","ISENTO","","N","206-2","06","","","UF","MS"
"MS","20.800.575/0001-04","79560000","284002399","","N","","03","","","UF","MS"
"MS","07.693.379/0001-01","79021450","ISENTO","","N","308-5","06","","","UF","MS"
"MS","03.011.765/0001-15","79062510","283193425","","N","","03","","","UF","MS"
"MS","14.855.748/0001-80","79833085","ISENTO","","N","","06","","","UF","MS"
"MS","01.660.035/0002-09","79940000","283081520","","N","213-5","03","","","UF","MS"
"MS","26.408.161/0009-60","79130000","ISENTO","","N","","06","","","UF","MS"
"MS","28.954.109/0001-87","79600021","284258806","","N","206-2","03","","","UF","MS"
"MS","15.368.874/0001-73","79320040","283769181","","N","","03","","","UF","MS"
"MS","05.575.960/0001-01","79021430","289529395","","N","","06","","","UF","MS"
"MS","07.037.634/0001-68","79890000","ISENTO","","N","","06","","","UF","MS"
"MS","03.226.024/0002-32","79033580","280554877","","N","214-3","03","","","UF","MS"
"MS","00.921.320/0001-84","79041320","ISENTO","","N","206-2","06","","","UF","MS"
"MS","31.949.691/0001-06","79051000","ISENTO","","N","206-2","06","","","UF","MS"
"MS","02.968.341/0001-80","79002915","ISENTO","","N","","06","","","UF","MS"
"MS","23.476.403/0001-07","79051090","ISENTO","","N","206-2","06","","","UF","MS"
"MS","11.515.143/0001-52","79760000","ISENTO","","N","","06","","","UF","MS"
"MS","03.086.557/0001-85","79010800","ISENTO","","N","206-2","06","","","UF","MS"
"MS","19.660.215/0001-67","79560000","283944153","","N","206-2","03","","","UF","MS"
"MS","01.536.150/0001-87","79805010","ISENTO","","N","","06","","","UF","MS"
"MS","13.837.014/0001-06","79190000","283826568","","N","206-2","03","","","UF","MS"
"MS","03.455.071/0002-58","79072900","ISENTO","","N","","06","","","UF","MS"
"MS","59.781.788/0001-63","79060000","289586496","","N","","03","","","UF","MS"
"MS","03.042.597/0019-54","79010170","ISENTO","","N","","06","","","UF","MS"
"MS","28.388.067/0001-64","79804000","ISENTO","","N","206-2","06","","","UF","MS"
"MS","13.336.891/0001-01","79500000","ISENTO","","N","","06","","","UF","MS"
"MS","09.559.304/0002-49","79100900","ISENTO","","S","101-5","06","","","UF","MS"
"MS","04.311.093/0001-26","79031007","ISENTO","","N","","06","","","UF","MS"
"MS","39.941.689/0002-75","79170000","284878685","","N","206-2","03","","","UF","MS"
"MS","03.938.789/0003-86","79140000","283143185","","N","","03","","","UF","MS"
"MS","00.000.000/4435-06","79002205","ISENTO","","S","203-8","06","UNIAO","","UF","MS"
"MS","07.327.045/0001-14","79826070","ISENTO","","N","205-4","06","","","UF","MS"
"MS","03.731.160/0001-07","79290000","ISENTO","","N","206-2","06","","","UF","MS"
"MS","02.201.766/0001-60","79011350","283017694","","N","","03","","","UF","MS"
"MS","28.832.656/0004-32","79611100","284597562","","N","","03","","","UF","MS"
"MS","44.181.146/0001-56","79005040","ISENTO","","N","206-2","06","","","UF","MS"
"MS","45.823.662/0001-08","79041005","284728616","","N","","06","","","UF","MS"
"MS","15.395.999/0002-73","79805021","283024887","","N","214-3","03","","","UF","MS"
"MS","33.098.401/0001-85","79021904","ISENTO","","N","","06","","","UF","MS"
"MS","09.549.370/0001-57","79008002","ISENTO","","S","101-5","06","","","UF","MS"
"MS","01.923.465/0001-87","79670000","ISENTO","","N","399-9","06","","","UF","MS"
"MS","34.707.374/0001-63","79010250","284422410","","N","206-2","03","","","UF","MS"
"MS","21.472.713/0001-28","79560000","ISENTO","","N","","06","","","UF","MS"
"MS","26.461.699/0137-54","79002232","282662308","","N","","06","","","UF","MS"
"MS","54.984.953/0001-60","79570000","ISENTO","","N","","06","","","UF","MS"
"MS","00.810.906/0001-71","79822020","282924540","","N","206-2","03","","","UF","MS"
"MS","75.642.256/0014-16","79645285","284450146","","N","","03","","","UF","MS"
"MS","01.150.287/0001-07","79550000","ISENTO","","N","399-9","06","","","UF","MS"
"MS","15.565.260/0001-81","79092612","282158502","","N","206-2","03","","","UF","MS"
"MS","49.206.928/0001-16","79044670","284824941","","N","","03","","","UF","MS"
"MS","17.184.037/0416-57","79600081","ISENTO","","N","","06","","","UF","MS"
"MS","42.708.706/0001-52","79803070","284616460","","N","205-4","03","","","UF","MS"
"MS","03.911.771/0001-29","79004430","283139315","","N","","03","","","UF","MS"
"MT","52.463.116/0001-60","78894183","140225269","","N","","03","","","UF","MT"
"MT","26.808.106/0001-00","78555823","ISENTO","","N","","06","","","UF","MT"
"MT","26.258.181/0001-44","78652000","136553192","","N","","03","","","UF","MT"
"MT","03.875.631/0001-42","78635000","131947567","","N","","03","","","UF","MT"
"MT","05.982.547/0002-34","78048847","134360869","","N","206-2","03","","","UF","MT"
"MT","00.000.000/7038-69","78240000","ISENTO","","S","203-8","06","UNIAO","","UF","MT"
"MT","04.208.867/0002-79","78068505","ISENTO","","N","","06","","","UF","MT"
"MT","51.589.913/0001-26","78415000","140140492","","N","213-5","03","","","UF","MT"
"MT","05.218.335/0002-85","78325000","133058085","","N","","03","","","UF","MT"
"MT","00.000.000/1761-25","78048250","ISENTO","","S","203-8","06","UNIAO","","UF","MT"
"MT","03.517.168/0001-67","78460027","131910973","","N","","03","","","UF","MT"
"MT","06.975.447/0001-62","78115805","132743418","","N","","03","","","UF","MT"
"MT","40.130.209/0001-94","78400000","138480745","","N","206-2","03","","","UF","MT"
"MT","41.190.923/0001-30","78460000","ISENTO","","N","","06","","","UF","MT"
"MT","45.000.687/0001-01","78460001","140183833","","N","","03","","","UF","MT"
"MT","33.451.001/0001-01","78550276","ISENTO","","N","","06","","","UF","MT"
"MT","26.549.311/0001-06","78740000","ISENTO","","N","","06","","","UF","MT"
"MT","06.315.338/0232-40","78300080","139519670","","N","205-4","03","","","UF","MT"
"MT","01.963.040/0026-50","78705164","138129142","","N","206-2","03","","","UF","MT"
"MT","09.337.377/0001-05","78535000","ISENTO","","N","","06","","","UF","MT"
"MT","21.598.894/0001-33","78048150","135753457","","N","206-2","03","","","UF","MT"
"MT","35.385.851/0001-84","78365000","ISENTO","","N","","06","","","UF","MT"
"MT","11.918.627/0001-42","78700170","ISENTO","","N","206-2","06","","","UF","MT"
"MT","22.456.185/0001-86","78565000","136566855","","N","206-2","03","","","UF","MT"
"MT","24.347.832/0001-47","78050560","136188435","","N","","03","","","UF","MT"
"MT","84.046.101/0478-23","78670000","132772353","","N","205-4","03","","","UF","MT"
"MT","45.314.954/0001-07","78460613","ISENTO","","N","","06","","","UF","MT"
"MT","07.134.550/0007-38","78850000","139274006","","N","","03","","","UF","MT"
"MT","07.237.858/0001-13","78070305","133059502","","N","206-2","03","","","UF","MT"
"MT","46.321.427/0001-92","78731218","ISENTO","","N","206-2","06","","","UF","MT"
"MT","02.608.993/0001-04","78840000","131821830","","N","","03","","","UF","MT"
"MT","94.813.102/0050-58","78880000","138842027","","N","204-6","03","","","UF","MT"
"MT","11.938.605/0004-97","78360000","134176847","","N","","03","","","UF","MT"
"MT","43.687.443/0002-96","78550240","140637311","","N","206-2","03","","","UF","MT"
"MT","08.909.912/0001-92","78025031","133402517","","N","","03","","","UF","MT"
"MT","52.689.644/0001-32","78652000","140256342","","N","206-2","03","","","UF","MT"
"MT","24.855.393/0001-83","78850000","136317286","","N","206-2","03","","","UF","MT"
"MT","32.901.165/0001-20","78040365","ISENTO","","N","","06","","","UF","MT"
"MT","05.241.619/0028-21","78628000","ISENTO","","N","","06","","","UF","MT"
"MT","02.761.372/0001-66","78048000","ISENTO","","N","","06","","","UF","MT"
"MT","05.315.351/0001-05","78690000","ISENTO","","N","206-2","06","","","UF","MT"
"MT","15.061.443/0001-60","78452004","ISENTO","","N","","06","","","UF","MT"
"MT","24.075.668/0001-66","78138095","136122043","","N","206-2","03","","","UF","MT"
"MT","48.893.000/0001-94","78088500","ISENTO","","N","","06","","","UF","MT"
"MT","10.226.940/0001-57","78166000","133591158","","N","206-2","03","","","UF","MT"
"MT","31.856.787/0001-11","78092080","ISENTO","","N","","06","","","UF","MT"
"MT","02.490.217/0001-52","78320000","","","N","","04","","","UF","MT"
"MT","14.116.593/0001-60","78098270","ISENTO","","N","206-2","06","","","UF","MT"
"MT","03.632.872/0012-13","78319000","ISENTO","","N","","06","","","UF","MT"
"MT","91.748.483/0003-24","78360000","133378896","","N","206-2","03","","","UF","MT"
"MT","34.584.464/0001-04","78105990","137809590","","N","","03","","","UF","MT"
"MT","02.003.402/0025-42","78850000","132104920","","N","206-2","03","","","UF","MT"
"MT","07.508.969/0001-17","78452040","ISENTO","","N","399-9","06","","","UF","MT"
"MT","03.299.819/0002-70","78255000","131972863","","N","205-4","03","","","UF","MT"
"MT","00.000.000/4008-82","78050000","ISENTO","","S","203-8","06","UNIAO","","UF","MT"
"MT","16.977.568/0001-05","78098000","ISENTO","","N","","06","","","UF","MT"
"MT","29.907.990/0001-28","78010630","ISENTO","","N","","06","","","UF","MT"
"MT","44.026.037/0001-64","78470000","130147184","","N","206-2","03","","","UF","MT"
"MT","03.194.651/0001-58","78300000","ISENTO","","N","399-9","06","","","UF","MT"
"MT","00.081.906/0004-20","78640000","ISENTO","","N","","06","","","UF","MT"
"MT","10.338.932/0001-00","78008020","ISENTO","","N","","06","","","UF","MT"
"MT","38.175.099/0001-35","78896042","ISENTO","","N","","06","","","UF","MT"
"MT","01.549.753/0001-13","78099499","131721380","","N","","03","","","UF","MT"
"MT","06.249.103/0001-76","78043228","ISENTO","","N","","06","","","UF","MT"
"MT","24.768.368/0001-62","78040530","ISENTO","","N","","06","","","UF","MT"
"MT","01.902.618/0001-00","78896072","130312851","","N","206-2","03","","","UF","MT"
"MT","00.885.566/0003-00","78030485","131970615","","N","206-2","03","","","UF","MT"
"MT","09.283.075/0001-00","78055017","133548244","","N","206-2","03","","","UF","MT"
"MT","00.968.779/0001-33","78090420","131657933","","N","","03","","","UF","MT"
"MT","22.761.584/0004-01","78015170","137078609","","N","205-4","03","","","UF","MT"
"MT","26.575.057/0001-02","78056022","136590489","","N","206-2","03","","","UF","MT"
"MT","03.853.896/0067-76","78115200","137576625","","N","","03","","","UF","MT"
"MT","04.769.422/0001-87","78705600","132052180","","N","206-2","03","","","UF","MT"
"MT","10.425.282/0042-09","78055733","136084192","","N","206-2","03","","","UF","MT"
"MT","01.982.131/0004-27","78365001","135869480","","N","206-2","03","","","UF","MT"
"MT","36.932.978/0001-39","78020450","131322125","","N","","03","","","UF","MT"
"MT","24.978.454/0001-08","78710861","130688746","","N","206-2","03","","","UF","MT"
"MT","48.651.247/0001-02","78032040","ISENTO","","N","","06","","","UF","MT"
"MT","05.218.796/0001-77","78134300","132111098","","N","","03","","","UF","MT"
"MT","10.847.762/0015-87","78550380","ISENTO","","N","","06","","","UF","MT"
"MT","27.406.174/0001-05","78690000","ISENTO","","N","","06","","","UF","MT"
"MT","32.468.865/0001-73","78450000","137546033","","N","","03","","","UF","MT"
"MT","05.218.335/0001-02","78325000","132137020","","N","","03","","","UF","MT"
"MT","07.632.108/0001-46","78320000","ISENTO","","N","","06","","","UF","MT"
"MT","53.610.385/0001-75","78640000","ISENTO","","N","","06","","","UF","MT"
"MT","55.519.470/0001-58","78700075","140646140","","N","","03","","","UF","MT"
"MT","51.910.745/0001-29","78558510","140150943","","N","206-2","03","","","UF","MT"
"MT","10.425.282/0010-13","78640000","135956773","","N","206-2","03","","","UF","MT"
"MT","60.498.706/0099-60","78540000","132414899","","N","","03","","","UF","MT"
"MT","26.529.420/0032-50","78048848","ISENTO","","N","","06","","","UF","MT"
"MT","58.364.054/0001-16","78303036","ISENTO","","N","213-5","06","","","UF","MT"
"MT","47.435.681/0002-65","78898899","140011757","","N","205-4","03","","","UF","MT"
"MT","05.146.351/0001-29","78600056","ISENTO","","N","","06","","","UF","MT"
"MT","33.550.111/0001-20","78035410","ISENTO","","N","","06","","","UF","MT"
"MT","24.538.569/0001-73","78700110","ISENTO","","N","","06","","","UF","MT"
"MT","22.328.534/0001-84","78075648","135768284","REV","N","206-2","03","","","UF","MT"
"MT","33.022.690/0004-81","78290000","ISENTO","","N","","06","","","UF","MT"
"MT","08.172.607/0001-60","78430000","133223329","","N","206-2","03","","","UF","MT"
"MT","53.864.036/0001-80","78896110","140422307","","N","","03","","","UF","MT"
"MT","02.972.144/0001-35","78580000","131858084","","N","206-2","03","","","UF","MT"
"PA","21.465.353/0001-37","68129000","156136180","","N","","03","","","UF","PA"
"PA","21.512.420/0001-27","66087810","154704598","","N","","03","","","UF","PA"
"PA","02.219.378/0001-06","68627451","152188746","","N","206-2","03","","","UF","PA"
"PA","08.182.940/0001-50","68350341","153600799","","N","","03","","","UF","PA"
"PA","42.509.257/0004-66","68385000","152717188","","N","205-4","03","","","UF","PA"
"PA","34.538.850/0012-12","68030000","153274247","","N","206-2","03","","","UF","PA"
"PA","05.080.684/0001-00","67113120","ISENTO","","N","","06","","","UF","PA"
"PA","30.711.608/0001-95","66053972","ISENTO","","N","","06","","","UF","PA"
"PA","03.341.572/0001-22","68695000","152906312","","N","","03","","","UF","PA"
"PA","02.916.265/0137-33","68551222","153079983","","N","204-6","03","","","UF","PA"
"PA","04.133.774/0001-41","67020000","152153675","","N","","03","","","UF","PA"
"PA","36.006.469/0001-85","66035435","156767309","","N","","03","","","UF","PA"
"PA","39.874.782/0001-23","68501000","157288579","","N","206-2","03","","","UF","PA"
"PA","36.986.868/0001-50","66035080","ISENTO","","N","206-2","06","","","UF","PA"
"PA","22.742.285/0001-79","68633000","154914843","","N","","03","","","UF","PA"
"PA","18.548.319/0001-11","67010000","154179426","","N","","03","","","UF","PA"
"PA","00.355.861/0017-50","68447000","ISENTO","","N","224-0","06","","","UF","PA"
"PA","28.932.073/0001-30","68515000","ISENTO","","N","206-2","06","","","UF","PA"
"PA","45.539.133/0001-79","68682000","158204751","","N","206-2","03","","","UF","PA"
"PA","25.165.477/0002-39","68513900","155323954","","N","206-2","03","","","UF","PA"
"PA","54.836.561/0001-54","68385000","159566673","","N","206-2","03","","","UF","PA"
"PA","13.387.127/0001-57","68741142","153314303","","N","","03","","","UF","PA"
"PA","34.639.542/0001-20","66035190","ISENTO","","N","313-1","06","","","UF","PA"
"PA","56.089.087/0001-70","68376141","ISENTO","","N","","06","","","UF","PA"
"PA","09.647.935/0003-09","68502700","154137553","","N","","03","","","UF","PA"
"PA","35.083.102/0001-00","68005130","ISENTO","","N","","06","","","UF","PA"
"PA","07.102.250/0001-81","66055200","152431519","","N","","03","","","UF","PA"
"PA","19.017.791/0001-90","66650310","154260754","","N","","03","","","UF","PA"
"PA","15.748.239/0001-11","68035000","151348600","","N","206-2","06","","","UF","PA"
"PA","08.547.810/0001-74","68552340","ISENTO","","N","","06","","","UF","PA"
"PA","19.859.525/0006-10","66635110","750311118","","N","","03","","","UF","PA"
"PA","46.803.901/0001-12","68706971","158429796","","N","","06","","","UF","PA"
"PA","35.661.486/0001-93","66613355","156722046","","N","","03","","","UF","PA"
"PA","45.592.241/0001-05","66093345","158214153","","N","","03","","","UF","PA"
"PA","30.618.064/0001-11","68180010","156056852","","N","206-2","03","","","UF","PA"
"PA","31.321.393/0001-69","68721000","ISENTO","","N","","06","","","UF","PA"
"PA","34.307.994/0001-05","68629014","156539691","","N","","03","","","UF","PA"
"PA","02.114.575/0004-03","67205500","154106810","","N","206-2","03","","","UF","PA"
"PA","05.054.671/0001-59","66033590","150699514","","N","","03","","","UF","PA"
"PA","31.833.470/0001-60","66045290","156210266","","N","","03","","","UF","PA"
"PA","07.868.425/0001-66","66053355","ISENTO","","N","","06","","","UF","PA"
"PA","21.387.460/0004-37","68371441","156051150","","N","206-2","03","","","UF","PA"
"PA","05.241.619/0016-98","68675000","ISENTO","","N","","06","","","UF","PA"
"PA","05.648.257/0047-50","68455131","ISENTO","","N","205-4","06","","","UF","PA"
"PA","00.000.000/3864-48","68445000","ISENTO","","S","203-8","06","UNIAO","","UF","PA"
"PA","11.199.641/0001-33","67133275","152913181","","N","","03","","","UF","PA"
"PA","07.320.337/0001-25","68448000","ISENTO","","N","","06","","","UF","PA"
"PA","12.921.015/0001-71","68515000","154020575","","N","206-2","03","","","UF","PA"
"PA","59.943.052/0001-44","68379200","750158840","","N","213-5","03","","","UF","PA"
"PA","28.266.151/0001-05","66050000","ISENTO","","N","224-0","06","","","UF","PA"
"PA","53.089.913/0001-92","68371105","ISENTO","","N","","06","","","UF","PA"
"PA","30.589.588/0001-21","68049005","156052806","","N","","03","","","UF","PA"
"PA","14.737.889/0001-07","68502700","153566418","","N","","03","","","UF","PA"
"PA","68.067.446/0015-72","68380000","154193771","","N","","03","","","UF","PA"
"PA","07.939.296/0028-70","68505500","ISENTO","","N","","06","","","UF","PA"
"PA","22.579.621/0001-04","66055005","ISENTO","","N","","06","","","UF","PA"
"PA","40.070.881/0001-31","67113000","157317889","","N","206-2","03","","","UF","PA"
"PA","12.969.508/0001-81","68515000","ISENTO","","N","","06","","","UF","PA"
"PA","18.940.051/0001-69","66013060","ISENTO","","N","206-2","06","","","UF","PA"
"PA","34.151.100/0006-45","68515000","153022078","","N","","03","","","UF","PA"
"PA","46.779.493/0001-00","68537000","158401573","","N","206-2","03","","","UF","PA"
"PA","41.584.320/0001-13","68502390","ISENTO","","N","","06","","","UF","PA"
"PA","26.318.109/0001-65","68550370","ISENTO","","N","","06","","","UF","PA"
"PA","44.959.654/0001-12","68520000","158117743","","N","","03","","","UF","PA"
"PA","32.012.032/0001-01","66093029","156234203","","N","206-2","03","","","UF","PA"
"PA","49.372.534/0001-38","66050160","ISENTO","","N","206-2","06","","","UF","PA"
"PA","14.636.264/0001-40","67035330","153546948","","N","206-2","03","","","UF","PA"
"PA","00.000.000/4956-54","68005582","ISENTO","","S","203-8","06","UNIAO","","UF","PA"
"PA","29.088.445/0001-57","66825050","155843095","","N","","03","","","UF","PA"
"PA","13.796.824/0001-61","66613140","153388757","","N","206-2","03","","","UF","PA"
"PA","60.916.731/0033-90","67120370","ISENTO","","N","399-9","06","","","UF","PA"
"PA","11.507.415/0003-34","66825000","153783664","","N","205-4","03","","","UF","PA"
"PA","45.179.653/0001-18","66050290","ISENTO","","N","","06","","","UF","PA"
"PA","02.372.380/0001-10","66020000","ISENTO","","N","224-0","06","","","UF","PA"
"PA","00.911.696/0001-08","66120000","151865086","","N","206-2","03","","","UF","PA"
"PA","28.464.601/0006-89","68473000","156377101","","N","206-2","03","","","UF","PA"
"PA","03.277.890/0002-52","66045315","ISENTO","","N","206-2","06","","","UF","PA"
"PA","08.274.371/0001-73","68515000","152560769","","N","206-2","03","","","UF","PA"
"PA","11.390.460/0001-90","68509090","152937897","","N","206-2","03","","","UF","PA"
"PA","56.922.102/0001-19","66810000","159736099","","N","206-2","03","","","UF","PA"
"PA","39.265.613/0001-96","68445000","157196305","","N","206-2","03","","","UF","PA"
"PA","28.464.601/0027-03","68638000","159324718","","N","206-2","03","","","UF","PA"
"PA","07.377.466/0001-50","68524000","152564993","","N","","03","","","UF","PA"
"PA","17.416.420/0001-56","68555101","155667629","","N","","03","","","UF","PA"
"PA","04.130.726/0002-80","67020000","155175238","","N","206-2","03","","","UF","PA"
"PA","83.376.210/0001-06","68005520","152668055","","N","206-2","03","","","UF","PA"
"PA","58.842.395/0001-50","68354307","750019948","","N","","06","","","UF","PA"
"PA","04.708.905/0005-03","68502290","152561382","","N","206-2","03","","","UF","PA"
"PA","28.769.926/0001-65","68740240","155794400","","N","206-2","03","","","UF","PA"
"PA","12.491.054/0001-86","68509100","153109653","","N","","06","","","UF","PA"
"PA","07.605.563/0007-48","68533000","156747464","","N","206-2","03","","","UF","PA"
"PA","29.533.641/0001-93","68374707","158673417","","N","206-2","03","","","UF","PA"
"PA","22.299.876/0001-13","67133250","ISENTO","","N","206-2","06","","","UF","PA"
"PA","09.612.844/0001-68","66613710","ISENTO","IN480","N","","06","","","UF","PA"
"PA","35.517.834/0001-53","66617418","ISENTO","","N","215-1","06","","","UF","PA"
"PA","00.000.000/2844-40","68553052","ISENTO","","S","203-8","06","UNIAO","","UF","PA"
"PA","59.399.805/0001-00","68800000","750090510","","N","","03","","","UF","PA"
"PA","40.725.751/0001-90","68507445","ISENTO","","N","","06","","","UF","PA"
"PA","14.424.334/0001-05","67015520","154984248","","N","","03","","","UF","PA"
"PA","09.492.647/0007-48","68040075","156738457","","N","206-2","03","","","UF","PA"
"PB","07.531.534/0001-93","58039101","161459056","","N","","06","","","UF","PB"
"PB","34.170.835/0001-01","58303480","163440000","","N","","03","","","UF","PB"
"PB","08.831.896/0001-62","58300010","161520383","","N","","03","","","UF","PB"
"PB","33.200.056/0353-68","58410185","161265766","","N","205-4","03","","","UF","PB"
"PB","03.775.813/0001-41","58111400","161276806","","N","","03","","","UF","PB"
"PB","09.547.599/0001-52","58039110","ISENTO","","N","399-9","06","","","UF","PB"
"PB","33.200.056/0492-37","58704440","163895112","","N","205-4","03","","","UF","PB"
"PB","07.041.813/0001-79","58015030","ISENTO","","N","","06","","","UF","PB"
"PB","24.863.968/0001-00","58400506","ISENTO","","N","","06","","","UF","PB"
"PB","18.363.231/0001-25","58735000","162165897","","N","","03","","","UF","PB"
