"UF","CNPJ","CEP","IE","FLAGS","IND_ORGAO_GOVERNAMENTAL","COD_NATUREZA_JURIDICA","TICO_CODIGO","ENTE_FEDERATIVO","INSCR_SUFRAMA","AMOSTRA_DE","CHAVE_AMOSTRA"
"AP","07.371.334/0001-10","68908006","030284953","","N","","03","","","UF","AP"
"AP","47.480.889/0001-15","00000000","030697280","","N","206-2","03","","","UF","AP"
"AP","04.830.139/0001-13","68900067","030029525","","N","","03","","","UF","AP"
"AP","23.821.809/0001-80","68900067","030524695","","N","","03","","","UF","AP"
"AP","03.237.583/0063-60","68906698","030704103","","N","","03","","","UF","AP"
"AP","58.048.433/0001-05","68903419","030787246","","N","","03","","","UF","AP"
"AP","49.243.029/0001-93","68900022","030756189","","N","206-2","03","","","UF","AP"
"AP","26.549.311/0029-07","68940000","ISENTO","","N","214-3","06","","","UF","AP"
"AP","01.549.402/0001-02","68900021","030186210","","N","","06","","","UF","AP"
"AP","42.292.209/0001-16","68902080","ISENTO","","N","","06","","","UF","AP"
"AP","12.355.612/0001-86","68900040","ISENTO","","N","206-2","06","","","UF","AP"
"AP","11.762.128/0001-09","68908121","","","N","","04","","","UF","AP"
"AP","07.294.662/0001-60","68926300","030283850","","N","","03","","","UF","AP"
"AP","03.477.317/0001-01","68909094","030216290","","N","","03","","","UF","AP"
"AP","26.549.311/0027-37","68990000","ISENTO","","N","","06","","","UF","AP"
"AP","05.965.546/0001-09","68900030","030029940","","N","","03","","","UF","AP"
"AP","60.975.737/0009-09","68901901","ISENTO","ALC","N","","06","","201100576","UF","AP"
"AP","22.378.253/0001-36","68927194","030509076","ALC","N","","03","","201109204","UF","AP"
"AP","11.633.713/0001-09","68908530","","","N","","04","","","UF","AP"
"AP","21.504.686/0001-28","68980000","030516552","","N","","03","","","UF","AP"
"AP","01.460.858/0001-00","68901130","ISENTO","","N","224-0","06","","","UF","AP"
"AP","32.845.499/0001-24","68901336","ISENTO","","N","","06","","","UF","AP"
"AP","10.820.882/0001-95","68909398","","","N","","04","","","UF","AP"
"AP","20.834.845/0001-90","00000000","030492998","","N","206-2","03","","","UF","AP"
"AP","10.539.817/0001-96","68901283","ISENTO","","N","","06","","","UF","AP"
"AP","16.604.411/0001-26","68901025","030445825","","N","","06","","","UF","AP"
"AP","02.558.157/0006-77","68901971","030249732","","N","204-6","03","","","UF","AP"
"AP","34.927.582/0001-78","68908360","030089021","","N","206-2","03","","","UF","AP"
"AP","14.789.807/0001-60","68926000","030426510","","N","205-4","03","","","UF","AP"
"AP","14.778.673/0001-81","68980000","030427665","","N","206-2","03","","","UF","AP"
"AP","10.228.674/0001-00","68902680","030039946","ALC","N","206-2","03","","201103583","UF","AP"
"AP","01.914.386/0001-00","68906301","030199522","","N","206-2","03","","","UF","AP"
"AP","34.863.407/0001-64","68901336","ISENTO","","N","322-0","06","","","UF","AP"
"AP","04.437.177/0001-00","68908360","030234697","","N","213-5","06","","","UF","AP"
"AP","27.349.476/0001-99","68901140","030575664","","N","","03","","","UF","AP"
"AP","14.573.836/0001-90","68903000","030093690","","N","","06","","","UF","AP"
"AP","00.000.000/4787-25","68920000","ISENTO","","S","203-8","06","UNIAO","","UF","AP"
"AP","00.000.000/4455-50","68950000","ISENTO","","S","203-8","06","UNIAO","","UF","AP"
"AP","50.304.627/0001-04","68925076","030715903","ALC","N","206-2","03","","201139570","UF","AP"
"AP","13.553.231/0001-74","68908160","030677416","","N","399-9","03","","","UF","AP"
"AP","04.239.797/0267-97","68906301","ISENTO","","N","","06","","","UF","AP"
"AP","00.684.801/0001-13","68925225","ISENTO","","N","","06","","","UF","AP"
"AP","15.675.779/0001-12","68901370","030456690","","N","206-2","03","","","UF","AP"
"AP","17.761.648/0001-83","68900151","ISENTO","","N","206-2","06","","","UF","AP"
"AP","10.522.077/0001-85","68909000","030331692","ALC","N","206-2","03","","201111365","UF","AP"
"AP","26.549.311/0025-75","68920000","ISENTO","","N","","06","","","UF","AP"
"AP","17.177.838/0001-58","00000000","030482216","ALC","N","206-2","03","","201108615","UF","AP"
"AP","38.733.648/0098-72","68906698","ISENTO","","N","","06","","","UF","AP"
"AP","31.443.333/0001-19","68900030","ISENTO","","N","","06","","","UF","AP"
"AP","33.292.847/0001-46","68929543","030610834","ALC","N","","03","","201120666","UF","AP"
"AP","17.285.379/0001-26","68900099","ISENTO","","N","224-0","06","","","UF","AP"
"AP","00.310.506/0001-05","68902905","030167057","ALC","N","206-2","03","","201103672","UF","AP"
"AP","19.943.378/0001-57","68901271","030587280","","N","","06","","","UF","AP"
"AP","00.394.577/0001-25","68908121","","","N","","04","","","UF","AP"
"AP","11.174.382/0001-96","68901341","030467845","","N","","06","","","UF","AP"
"AP","01.644.532/0002-05","68900091","030470587","","N","213-5","03","","","UF","AP"
"AP","33.710.395/0001-75","68902020","030612144","","N","","03","","","UF","AP"
"AP","05.398.088/0002-46","68902100","ISENTO","","N","","06","","","UF","AP"
"AP","33.200.056/0143-60","68903419","030435102","","N","205-4","03","","","UF","AP"
"AP","24.794.814/0001-03","68900067","030537266","","N","","03","","","UF","AP"
"AP","00.399.857/0040-32","68903419","ISENTO","","S","201-1","06","*****","","UF","AP"
"AP","04.842.563/0002-69","68906645","030067834","","N","206-2","03","","","UF","AP"
"AP","07.431.634/0001-48","68906801","030286212","","N","206-2","03","","","UF","AP"
"AP","23.083.975/0001-26","68900082","030067800","ALC","N","","03","","201100029","UF","AP"
"AP","26.549.311/0018-46","68900081","ISENTO","","N","","06","","","UF","AP"
"AP","31.206.594/0001-15","68900116","ISENTO","","N","206-2","06","","","UF","AP"
"BA","07.999.697/0001-03","46165000","068950040","","N","213-5","03","","","UF","BA"
"BA","02.930.133/0001-92","45818000","ISENTO","","N","","06","","","UF","BA"
"BA","06.133.082/0001-29","40170150","ISENTO","","N","","06","","","UF","BA"
"BA","05.961.444/0001-07","45680000","ISENTO","","N","","06","","","UF","BA"
"BA","01.510.892/0001-33","44430166","ISENTO","","N","206-2","06","","","UF","BA"
"BA","08.618.758/0004-42","41510000","ISENTO","","N","399-9","06","","","UF","BA"
"BA","28.644.999/0002-01","45810000","190357919","","N","","03","","","UF","BA"
"BA","05.547.495/0001-97","44900000","059371339","","N","206-2","03","","","UF","BA"
"BA","15.015.688/0001-50","45000585","ISENTO","","N","322-0","06","","","UF","BA"
"BA","44.309.628/0001-49","48700000","187727080","","N","206-2","03","","","UF","BA"
"BA","43.976.272/0001-34","40285600","186657197","","N","206-2","03","","","UF","BA"
"BA","39.951.505/0002-58","45607127","205736421","","N","","03","","","UF","BA"
"BA","50.224.216/0001-09","43805010","205466836","","N","206-2","03","","","UF","BA"
"BA","23.681.127/0001-19","48900670","140460492","","N","","03","","","UF","BA"
"BA","13.299.199/0001-42","41214490","ISENTO","","N","322-0","06","","","UF","BA"
"BA","33.862.300/0001-39","47800145","ISENTO","","N","","06","","","UF","BA"
"BA","00.481.505/0001-15","43850000","ISENTO","","N","206-2","06","","","UF","BA"
"BA","23.910.226/0001-25","41820022","185015253","","N","206-2","03","","","UF","BA"
"BA","17.338.655/0001-77","41730101","ISENTO","","N","","06","","","UF","BA"
"BA","15.196.199/0004-95","45810000","041435157","","N","206-2","03","","","UF","BA"
"BA","41.985.201/0001-72","44002064","031592820","","N","","03","","","UF","BA"
"BA","22.476.762/0001-00","45600065","ISENTO","","N","","06","","","UF","BA"
"BA","39.539.963/0001-01","41930006","172651000","","N","","03","","","UF","BA"
"BA","15.171.150/0001-35","41770395","","","N","","04","","","UF","BA"
"BA","03.237.583/0073-31","45201475","197177147","","N","205-4","03","","","UF","BA"
"BA","42.143.325/0001-73","45818000","180442074","","N","","03","","","UF","BA"
"BA","15.257.983/0052-63","40301155","ISENTO","","N","","06","","","UF","BA"
"BA","13.062.079/0001-27","41601115","082091415","","N","206-2","03","","","UF","BA"
"BA","74.007.014/0001-73","42850000","047624638","","N","206-2","03","","","UF","BA"
"BA","00.141.269/0003-50","45585000","043704499","","N","205-4","03","","","UF","BA"
"BA","03.605.085/0001-20","45400000","190973915","","N","","03","","","UF","BA"
"BA","14.108.807/0001-57","41830001","ISENTO","","N","","06","","","UF","BA"
"BA","10.936.513/0001-62","44020028","006263463","","N","206-2","03","","","UF","BA"
"BA","13.059.928/0001-93","45490000","008211701","","N","","03","","","UF","BA"
"BA","13.649.848/0001-98","42816070","100402526","","N","","03","","","UF","BA"
"BA","08.949.168/0007-45","40070190","200211301","","N","399-9","03","","","UF","BA"
"BA","09.585.747/0001-23","41810011","ISENTO","","N","","06","","","UF","BA"
"BA","58.770.745/0001-10","45828207","230391921","","N","","06","","","UF","BA"
"BA","18.199.047/0001-91","40157151","ISENTO","","N","","06","","","UF","BA"
"BA","31.949.003/0004-42","48500000","153452299","","N","","03","","","UF","BA"
"BA","04.692.152/0003-15","48280000","ISENTO","","N","206-2","06","","","UF","BA"
"BA","13.020.402/0001-08","44002128","ISENTO","","N","","06","","","UF","BA"
"BA","25.204.592/0001-94","44695000","ISENTO","","N","","06","","","UF","BA"
"BA","34.148.882/0001-59","41820770","","","N","","04","","","UF","BA"
"BA","24.978.924/0001-25","42702400","133279294","","N","206-2","03","","","UF","BA"
"BA","06.315.338/0019-48","47850045","077811350","","N","205-4","03","","","UF","BA"
"BA","47.170.647/0001-25","41820020","ISENTO","","N","206-2","06","","","UF","BA"
"BA","31.949.003/0001-08","48400000","153147801","","N","","03","","","UF","BA"
"BA","03.983.477/0001-22","41940660","ISENTO","","N","","06","","","UF","BA"
"BA","17.601.876/0001-96","44695000","107008978","","N","213-5","03","","","UF","BA"
"BA","36.584.768/0001-05","44001280","ISENTO","","N","206-2","06","","","UF","BA"
"BA","97.489.280/0002-66","45653330","ISENTO","","N","214-3","06","","","UF","BA"
"BA","01.562.356/0001-81","41820021","045638086","","N","206-2","03","","","UF","BA"
"BA","08.493.305/0001-94","45836000","072770795","","N","","03","","","UF","BA"
"BA","40.685.922/0001-02","48280000","176134236","","N","","06","","","UF","BA"
"BA","08.611.562/0001-83","40080003","ISENTO","","N","","06","","","UF","BA"
"BA","14.443.758/0001-09","41820770","ISENTO","","N","399-9","06","","","UF","BA"
"BA","10.929.425/0004-86","45985200","209216460","","N","206-2","03","","","UF","BA"
"BA","16.596.956/0001-38","44003144","103090764","","N","206-2","03","","","UF","BA"
"BA","21.164.511/0006-23","40320350","ISENTO","","N","","06","","","UF","BA"
"BA","13.187.915/0001-08","44600000","011784018","","N","206-2","03","","","UF","BA"
"BA","38.593.706/0001-87","41820770","ISENTO","","N","205-4","06","","","UF","BA"
"BA","25.138.950/0001-08","44051335","ISENTO","","N","","06","","","UF","BA"
"BA","09.627.291/0002-06","41308500","082483267","","N","206-2","03","","","UF","BA"
"BA","07.417.529/0001-54","44690000","066555458","","N","","03","","","UF","BA"
"BA","03.325.793/0001-07","41820790","ISENTO","","N","206-2","06","","","UF","BA"
"BA","42.049.031/0001-87","41820021","ISENTO","","N","","06","","","UF","BA"
"BA","16.115.768/0009-06","47800071","ISENTO","","N","","06","","","UF","BA"
"BA","07.594.978/0544-21","45203834","ISENTO","","N","","06","","","UF","BA"
"BA","00.895.371/0001-89","41950610","042984139","","N","206-2","03","","","UF","BA"
"BA","32.862.232/0001-45","48780000","155895340","","N","","03","","","UF","BA"
"BA","10.498.270/0001-28","44437646","079061858","","N","205-4","03","","","UF","BA"
"BA","12.482.070/0001-02","41820020","080125310","","N","","03","","","UF","BA"
"BA","16.236.879/0001-05","47600000","ISENTO","","N","399-9","06","","","UF","BA"
"BA","07.594.978/0334-24","40070901","ISENTO","","N","","06","","","UF","BA"
"BA","07.783.656/0002-58","42710620","018859450","","N","206-2","03","","","UF","BA"
"BA","00.000.000/6907-83","40070190","ISENTO","","S","203-8","06","UNIAO","","UF","BA"
"BA","00.676.797/0001-41","47520000","042053277","","N","","03","","","UF","BA"
"BA","20.089.720/0001-82","44002240","116371533","","N","","03","","","UF","BA"
"BA","07.345.543/0001-90","41830540","ISENTO","","N","206-2","06","","","UF","BA"
"BA","26.093.496/0001-89","41820021","135094053","","N","","06","","","UF","BA"
"BA","33.554.697/0001-00","41950000","ISENTO","","N","","06","","","UF","BA"
"BA","47.716.906/0002-51","44690000","208393988","","N","205-4","03","","","UF","BA"
"BA","04.241.917/0001-39","40210245","ISENTO","","N","","06","","","UF","BA"
"BA","40.478.970/0001-11","41830020","175499479","","N","206-2","03","","","UF","BA"
"BA","53.777.342/0001-89","41500550","215212557","","N","213-5","03","","","UF","BA"
"BA","31.024.016/0001-68","45028265","ISENTO","","N","","06","","","UF","BA"
"BA","09.255.362/0001-06","41820790","075999934","","N","206-2","03","","","UF","BA"
"BA","18.624.501/0009-61","44002035","173722146","","N","206-2","03","","","UF","BA"
"BA","05.046.022/0001-06","44900970","057556138","","N","","03","","","UF","BA"
"BA","32.698.904/0001-29","41195445","ISENTO","","N","399-9","06","","","UF","BA"
"BA","05.120.184/0001-47","40295130","ISENTO","","N","206-2","06","","","UF","BA"
"BA","88.680.095/0006-97","47650000","048042552","","N","","03","","","UF","BA"
"BA","06.207.421/0024-60","45020395","143902407","","N","206-2","03","","","UF","BA"
"BA","11.518.055/0001-04","44250000","085539334","","N","","03","","","UF","BA"
"BA","11.924.868/0001-02","44056376","087451519","","N","","03","","","UF","BA"
"BA","21.422.833/0001-10","45992566","172618694","","N","","03","","","UF","BA"
"BA","45.853.218/0001-27","44245000","ISENTO","","N","","06","","","UF","BA"
"BA","38.147.630/0001-66","47806257","170261310","","N","","03","","","UF","BA"
"BA","04.221.051/0001-02","45990012","054545241","","N","","03","","","UF","BA"
"CE","28.486.594/0001-01","63660000","066799376","","N","206-2","03","","","UF","CE"
"CE","63.359.863/0001-70","60125101","068616449","","N","206-2","03","","","UF","CE"
"CE","07.907.441/0001-10","62930000","61924067","","N","","03","","","UF","CE"
"CE","00.000.000/4649-37","62130000","ISENTO","","S","203-8","06","UNIAO","","UF","CE"
"CE","50.961.751/0001-42","61658110","071343555","","N","","06","","","UF","CE"
"CE","01.256.678/0001-00","62674000","69835063","","N","","03","","","UF","CE"
"CE","53.637.962/0001-12","60420090","071717161","","N","213-5","03","","","UF","CE"
"CE","42.292.292/0017-90","60864190","063974304","","N","","06","","","UF","CE"
"CE","53.479.496/0001-94","60050150","ISENTO","","N","206-2","06","","","UF","CE"
"CE","35.069.988/0003-91","62650000","063282135","","N","206-2","03","","","UF","CE"
"CE","04.196.136/0001-70","60115081","063050919","","N","206-2","03","","","UF","CE"
"CE","02.608.755/0061-30","63909003","ISENTO","","N","","06","","","UF","CE"
"CE","09.267.054/0001-92","60874230","ISENTO","","N","206-2","06","","","UF","CE"
"CE","02.117.937/0004-10","60811340","066800811","","N","","03","","","UF","CE"
"CE","23.455.090/0001-00","60336010","60622792","","N","","03","","","UF","CE"
"CE","14.668.498/0001-70","60542164","065846192","","N","206-2","03","","","UF","CE"
"CE","07.386.670/0002-18","62370000","065213459","","N","","03","","","UF","CE"
"CE","11.440.791/0001-97","61765070","063901668","","N","206-2","03","","","UF","CE"
"CE","47.960.950/0845-54","61935180","068937997","REV","N","","03","","","UF","CE"
"CE","49.927.463/0001-92","63122440","ISENTO","","N","","06","","","UF","CE"
"CE","14.608.193/0001-72","61605600","066048931","","N","206-2","03","","","UF","CE"
"CE","07.515.680/0001-25","60811341","ISENTO","","N","","06","","","UF","CE"
"CE","55.006.389/0001-74","63094260","071983678","","N","","03","","","UF","CE"
"CE","10.538.296/0001-52","60873250","060337362","","N","206-2","03","","","UF","CE"
"CE","29.362.912/0001-95","62260000","067417728","","N","","03","","","UF","CE"
"CE","07.762.224/0001-80","60410560","061912700","","N","","03","","","UF","CE"
"CE","22.156.351/0001-29","60135238","064469778","","N","","06","","","UF","CE"
"CE","07.210.925/0135-18","61920700","ISENTO","","N","322-0","06","","","UF","CE"
"CE","07.567.100/0010-34","63620000","063734770","","N","206-2","03","","","UF","CE"
"CE","50.109.189/0001-23","60135203","ISENTO","","N","206-2","06","","","UF","CE"
"CE","08.953.969/0003-50","60160040","065665244","","N","206-2","03","","","UF","CE"
"CE","03.975.481/0001-49","61809395","063005581","","N","","06","","","UF","CE"
"CE","58.611.351/0001-19","60821790","ISENTO","","N","206-2","06","","","UF","CE"
"CE","23.600.123/0001-69","61700000","ISENTO","","N","","06","","","UF","CE"
"CE","06.057.223/0531-00","60356412","070600309","","N","204-6","03","","","UF","CE"
"CE","18.218.558/0001-03","63031160","065129300","","N","","03","","","UF","CE"
"CE","18.519.324/0001-04","60874400","064673421","","N","","03","","","UF","CE"
"CE","28.791.264/0001-20","61760046","ISENTO","","N","","06","","","UF","CE"
"CE","07.530.975/0001-70","62250000","ISENTO","","N","","06","","","UF","CE"
"CE","11.295.742/0001-08","60331300","063949091","","N","206-2","03","","","UF","CE"
"CE","07.594.978/0070-08","60115170","ISENTO","","N","","06","","","UF","CE"
"CE","72.257.793/0022-64","63033027","ISENTO","","N","214-3","06","","","UF","CE"
"CE","26.611.241/0001-60","60040570","ISENTO","","N","","06","","","UF","CE"
"CE","45.568.411/0001-16","60813670","ISENTO","","N","","06","","","UF","CE"
"CE","19.028.719/0001-69","62598000","67131808","","N","","03","","","UF","CE"
